Code,Description,Units,total
RFGTRS40,Scissor truss - Pitched - 35° - 40°,£36.85 LM,£36.85
RFGTRS45,Scissor truss - Pitched - 41° - 45°,£38.13 LM,£38.13
RFGTRST22,Stepdown truss - Pitched - 14° - 22°,£37.22 LM,£37.22
RFGTRST34,Stepdown truss - Pitched - 22° - 34°,£38.59 LM,£38.59
RFGTRST40,Stepdown truss - Pitched - 35° - 40°,£40.84 LM,£40.84
RFGTRST45,Stepdown truss - Pitched - 41° - 45°,£42.16 LM,£42.16
RFGTRV,Roofing ridge tile - Ventilator,£28.03 EA,£28.03
RFGTRV18,Valley truss - Pitched - 14° - 22°,£35.94 LM,£35.94
RFGTRV34,Valley truss - Pitched - 22° - 34°,£40.29 LM,£40.29
RFGTRV40,Valley truss - Pitched - 35° - 40°,£44.57 LM,£44.57
RFGTRV45,Valley truss - Pitched - 41° - 45°,£46.32 LM,£46.32
RFGTRWFL,Webbed truss - Flat roof system,£34.55 LM,£34.55
RFGTRWFL+,Webbed truss - Flat roof system - Heavy loading,£40.32 LM,£40.32
RFGVERGE,Dry verge flashing - GRP,£21.32 LM,£21.32
,X) SBS SUBSIDENCE ,,
SBSBKCMP,Backfill - Compaction - layers of 300mm,£5.68 M3,£5.68
SBSBKFLM,Backfill - Excavator - No compaction,£12.46 M3,£12.46
SBSBKFM,Backfill - By hand - No compaction,£21.87 M3,£21.87
SBSBOCSB,Break out concrete slab section - Up to 150mm thick,£41.44 M2,£41.44
SBSBOCSB<,Break out concrete slab section - Up to 100mm thick,£31.25 M2,£31.25
SBSBOCSB>,Break out concrete slab section - Up to 200mm thick,£53.16 M2,£53.16
SBSBOCSB>>,Break out concrete slab section - Up to 300mm thick,£70.32 M2,£70.32
SBSBPDRF,Block paving - Remove & refit,£54.24 M2,£54.24
SBSBRKR1,Brickwork repair - Cut out/replace - Single brick,£13.97 EA,£13.97
SBSBRKR10,Brickwork repair - Cut out/replace brick - Up to 10 bricks,£8.92 EA,£8.92
SBSCKBR,Crack repair - Brick/blockwork - Up to 20mm wide,£19.98 LM,£19.98
SBSCKBS,Crack repair - Brickwork - Structural - Up to 20mm wide,£20.62 LM,£20.62
SBSCKBS<,Crack repair - Brickwork - Structural - Up to 10mm wide,£16.16 LM,£16.16
SBSCKMBEX,Crack repair - Brickwork - Helical stitch - Double bar,£76.88 LM,£76.88
SBSCKMEX,Crack repair - Brickwork - Helical stitch - Single bar,£61.84 LM,£61.84
SBSCKP,Crack repair - Plaster - Up to 75mm,£28.06 LM,£28.06
SBSCKP+,Crack repair - Plaster - Up to 75mm - W/Exp metal lath,£39.35 LM,£39.35
SBSCKPI,Crack repair - Chip off plaster - Inject epoxy resin,£80.67 LM,£80.67
SBSCKPID,Crack repair - Plaster - Drill & inject epoxy resin,£47.31 LM,£47.31
SBSCKRI,Crack repair - Chip off render & inject epoxy,£62.22 LM,£62.22
SBSCKRID,Crack repair - Render - Drill & inject epoxy resin,£45.43 LM,£45.43
SBSCKSMD,Crack repair - Rendered masonry - Helical stitch - Double,£95.32 LM,£95.32
SBSCKSMS,Crack repair - Rendered masonry - Helical stitch - Single,£80.32 LM,£80.32
SBSCKSS,Crack repair - Masonry - W/Stainless steel mesh,£88.16 LM,£88.16
SBSCOMP,Compact and level surface,£2.57 M2,£2.57
SBSCRKT01,Crack repair - Reconnection near leaf - Dryfix,£18.49 EA,£18.49
SBSCRKT08,Crack repair - Reconnecting near leaf - Retro ties,£21.53 EA,£21.53
SBSCRKT12,Crack repair - Reconnection of walls - Helical stitch,£42.11 EA,£42.11
SBSCRKT20,Crack repair - Movement joint,£47.95 LM,£47.95
SBSCRKT21,Crack repair - Remedial wall ties - Masonry - Up to 100mm,£18.71 EA,£18.71
SBSCRKT5,Crack repair - Brick/blockwork - 15 - 20mm wide,£10.54 LM,£10.54
SBSEDPM,Epoxy DPM,£40.07 M2,£40.07
SBSEML,Add-on - Expanded metal lathing - Up to 150mm,£13.59 LM,£13.59
SBSEML>,Add-on - Expanded metal lathing - Up to 300mm,£17.99 LM,£17.99
SBSEXCGW,Add-on - Excavation below ground water,£16.40 M3,£16.40
SBSEXCHD,Excavate - By hand - To 1.0m deep,£120.56 M2,£120.50
SBSEXCHD<,Excavate - By hand - To .50m deep,£54.65 M2,£54.65
SBSEXCHD<<,Excavate - By hand - To .25m deep,£24.61 M2,£24.61
SBSEXCHD>,Excavate - By hand - To 1.5m deep,£208.87 M2,£208.80
SBSEXCHM,Excavate - Mini excavator - To 1.5m deep,£70.29 M2,£70.29
SBSEXCHM<,Excavate - Mini excavator - To 1.0m deep,£41.81 M2,£41.81
SBSEXCHM<<,Excavate - Mini excavator - To .5m deep,£19.17 M2,£19.17
SBSEXCHM>,Excavate - Mini excavator - To 2.0m deep,£90.68 M2,£90.68
SBSIDRNSUR,Investigation - Drain CCTV investigation,£182.16 EA,£182.10
SBSLABCME,Subsidence - Const. Manager/Engineer - Per hour,£40.08 HR,£40.08
SBSLABCNC,Subsidence - Concrete Finisher - Per hour,£32.24 HR,£32.24
SBSLABL,Subsidence - General labourer - Per hour,£23.57 HR,£23.57
SBSLABMAS,Subsidence - Bricklayer - Per hour,£36.40 HR,£36.40
SBSLABPLO,Subsidence - Plant Operator - Per hour,£29.66 HR,£29.66
SBSMN,Subsidence repair - Minimum trade rate,£96.81 EA,£96.81
SBSPC,PC sum - Subsidence works,£0.00 EA,£0.00
SBSPOINT,Re-point masonry - Up to 12mm thick mortar joint,£37.78 M2,£37.78
SBSPOINT>,Re-point masonry - 12mm to 24mm thick mortar joint,£53.48 M2,£53.48
SBSRWLLT,Remedial wall ties - Masonry - Up to 100mm cavity,£9.33 EA,£9.33
SBSRWLTB,Remedial wall ties - Expanding brass - Up to 100mm,£9.90 EA,£9.90
SBSRWLTTF<,Remedial wall ties - Timber frame - Up to 100mm cavity,£7.72 EA,£7.72
SBSSTRAPCE,Corner restraint - Stainless steel straps - Masonry - Ext,£84.86 EA,£84.86
SBSSTRAPCI,Corner restraint - Stainless steel straps - Masonry - Int,£94.28 EA,£94.28
SBSSTRAPPA,Lateral restraint - Masonry wall to parallel joists,£64.29 EA,£64.29
SBSSTRAPPP,Lateral restraint - Masonry wall to parallel joists,£49.65 EA,£49.65
SBSSTRAPWE,Wall restraint - Stainless steel strap - Masonry - Ext,£50.53 LM,£50.53
SBSSTRAPWI,Wall restraint - Stainless steel strap - Masonry - Int,£59.93 LM,£59.93
SBSUPAAHS,Add-on - Anti heave sleeve - 3m long,£92.54 EA,£92.54
SBSUPBMN,Underpinning - Needle beam 300 x 300mm,£97.38 LM,£97.38
SBSUPBMR,Underpinning - Ring beam - 400 x 400,£122.68 LM,£122.60
SBSUPCTP,Underpinning - Cutting off the tops of piles,£18.16 EA,£18.16
SBSUPHSP,Underpinning - Helical/Screw pile - 70mm - Up to 4m deep,£377.15 EA,£377.10
SBSUPHSP<,Underpinning - Helical/Screw pile - 60mm - Up to 4m deep,£354.65 EA,£354.60
SBSUPHSP>,Underpinning - Helical/Screw pile - 100mm - Up to 4m deep,£444.59 EA,£444.50
SBSUPHSPA,Underpinning - Helical/Screw pile - 70mm - Per add. 2m,£186.87 EA,£186.80
SBSUPHSPA<,Underpinning - Helical/Screw pile - 60mm - Per add. 2m,£173.23 EA,£173.20
SBSUPHSPA>,Underpinning - Helical/Screw pile - 100mm - Per add. 2m,£217.20 EA,£217.20
SBSUPHSPBP,Underpinning - Helical screw connection - Beam/plate,£51.26 EA,£51.26
SBSUPHSPLB,Underpinning - Helical screw connection - L bracket,£81.20 EA,£81.20
SBSUPHSPSP,Underpinning - Helical screw connection - Side plate,£73.26 EA,£73.26
SBSUPMAP,Underpinning - Mini auger pile - 200mm - Up to 3m deep,£306.63 EA,£306.60
SBSUPMAP<,Underpinning - Mini auger pile - 150mm - Up to 3m deep,£232.79 EA,£232.70
SBSUPMAPA,Underpinning - Mini auger pile - 200mm - Additional metre,£91.39 LM,£91.39
SBSUPMAPA<,Underpinning - Mini auger pile - 150mm - Additional metre,£70.32 LM,£70.32
SBSUPMDP,Underpinning - Steel driven pile - 150mm - Up to 3m deep,£238.40 EA,£238.40
SBSUPMDP<,Underpinning - Steel driven pile - 100mm - Up to 3m deep,£168.39 EA,£168.30
SBSUPMDP>,Underpinning - Steel driven pile - 220mm - Up to 3m deep,£367.94 EA,£367.90
SBSUPMDPA,Underpinning - Steel driven pile - 150mm - Per add. 2m,£135.51 EA,£135.50
SBSUPMDPA<,Underpinning - Steel driven pile - 100mm - Per add. 2m,£89.93 EA,£89.93
SBSUPMDPA>,Underpinning - Steel driven pile - 220mm - Per add. 2m,£211.89 EA,£211.80
SBSUPMF1,Underpinning - To 1 metre deep - Mass fill,£372.14 EA,£372.10
SBSUPMF1.5,Underpinning - To 1.5 metres deep - Mass fill,£493.47 EA,£493.40
SBSUPMF2,Underpinning - To 2.0 metres deep - Mass fill,£623.90 EA,£623.90
SBSUPMF2.5,Underpinning - To 2.5 metres deep - Mass fill,£756.47 EA,£756.40
SBSUPMF3,Underpinning - To 3 metres deep - Mass fill,£930.96 EA,£930.90
SBSUPMF3.5,Underpinning - To 3.5 metres deep - Mass fill,"£1,079.14 EA","£1,079"
SBSUPMF4,Underpinning - To 4 metres deep - Mass fill,"£1,242.70 EA","£1,242"
SBSUPMOPE,Underpinning - Cut opening in masonry wall - 500 x 500mm,£42.50 EA,£42.50
SBSWRBOW,Wall restraint system - Bowing walls - Fix into joist 1.5m,£39.71 EA,£39.71
SBSWRBOW<,Wall restraint system - Bowing walls - Fix into joist 1m,£32.96 EA,£32.96
,X) SCF SCAFFOLDING ,,
SCFMN,Scaffolder - Minimum trade rate,£103.00 EA,£103.00
,X) STR STAIRS ,,
STRAPHW,Stair Skirt/Apron - Wall side - Hardwood,£39.70 LM,£39.70
STRAPL,Stair Skirt/Apron - Wall side - Labour only,£25.56 LM,£25.56
STRAPMDF,Stair Skirt/Apron - Wall side - MDF,£28.34 LM,£28.34
STRAPOL,Stair Skirt/Apron - Open side - Labour only,£92.61 LM,£92.61
STRAPSW,Stair Skirt/Apron - Wall side - Softwood,£40.76 LM,£40.76
STRBAFGN,Balustrade - Gooseneck assembly,£210.58 EA,£210.50
STRBAFGN-,Balustrade - Gooseneck assembly - Standard grade,£186.01 EA,£186.00
STRBAFGN+,Balustrade - Gooseneck assembly - High grade,£248.83 EA,£248.80
STRBAFOC,Balustrade - Opening cap,£165.82 EA,£165.80
STRBAFOC-,Balustrade - Opening cap - Standard grade,£154.63 EA,£154.60
STRBAFOC+,Balustrade - Opening cap - High grade,£180.01 EA,£180.00
STRBAFUE,Balustrade - Up ramp or over easing,£161.53 EA,£161.50
STRBAFUE-,Balustrade - Up ramp or over easing - Standard grade,£148.96 EA,£148.90
STRBAFUE+,Balustrade - Up ramp or over easing - High grade,£180.63 EA,£180.60
STRBAFV,Balustrade - Volute,£226.01 EA,£226.00
STRBAFV-,Balustrade - Volute - Standard grade,£195.51 EA,£195.50
STRBAFV+,Balustrade - Volute - High grade,£261.25 EA,£261.20
STRBAL,Balustrade,£221.37 LM,£221.30
STRBAL-,Balustrade - Standard grade,£157.28 LM,£157.20
STRBAL+,Balustrade - High grade,£353.64 LM,£353.60
STRBAL++,Balustrade - Premium grade,£455.23 LM,£455.20
STRBALBRF,Balustrade - Baserail & fillet,£75.07 LM,£75.07
STRBALBRF-,Balustrade - Baserail & fillet - Standard grade,£60.90 LM,£60.90
STRBALBRF+,Balustrade - Baserail & fillet - High grade,£85.37 LM,£85.37
STRBALRF,Balustrade - Remove & refit,£201.44 LM,£201.40
STRCDWSW,"Staircase - Double winder - Softwood, no handrail",£762.27 EA,£762.20
STRCHLSW,"Staircase - Half landing - Softwood, no handrail",£630.27 EA,£630.20
STRCSTHW,"Staircase - Straight - Hardwood, no handrail",£698.56 EA,£698.50
STRCSTSW,"Staircase - Straight - Softwood, no handrail",£390.76 EA,£390.70
STRCSWSW,"Staircase - Single winder - Softwood, no handrail",£618.27 EA,£618.20
STRFC,cap - Riser & tread - No return,£15.71 EA,£15.71
STRFC+,cap - Riser & tread - Open tread - With return,£26.55 EA,£26.55
STRHRPHW,Handrail - Post to post - Hardwood - Round/oval,£62.57 LM,£62.57
STRHRPHW+,Handrail - Post to post - Hardwood - Detailed profile,£68.62 LM,£68.62
STRHRPSW,Handrail - Post to post - Softwood - Round/oval,£51.62 LM,£51.62
STRHRPSW+,Handrail - Post to post - Softwood - Detailed profile,£53.67 LM,£53.67
STRHRRRF,Handrail - Wall mounted - Remove & refit,£9.87 LM,£9.87
STRHRWHW,Handrail - Wall mounted - Hardwood - Round/oval,£38.35 LM,£38.35
STRHRWHW+,Handrail - Wall mounted - Hardwood - Detailed profile,£44.40 LM,£44.40
STRHRWSW,Handrail - Wall mounted - Softwood - Round/oval,£27.40 LM,£27.40
STRHRWSW+,Handrail - Wall mounted - Softwood - Detailed profile,£29.45 LM,£29.45
STRLAB,Stairway - Installer/Joiner - Per hour,£36.09 HR,£36.09
STRLABL,Stairway - General labourer - Per hour,£23.57 HR,£23.57
STRMN,Stairway repair - Minimum trade rate,£108.38 EA,£108.30
STRNPBHM,Box newel post - Plain hardwood - Material only,£194.19 EA,£194.10
STRNPBHM+,Box newel post - Fluted hardwood - Material only,£241.24 EA,£241.20
STRNPBHM++,Box newel post - Panelled hardwood - Material only,£246.92 EA,£246.90
STRNPBM,Box newel post - Plain - Material only,£130.00 EA,£130.00
STRNPBM+,Box newel post - Fluted - Material only,£192.82 EA,£192.80
STRNPBM++,Box newel post - Panelled - Material only,£200.15 EA,£200.10
STRNPHW,Newel post - Hardwood - Plain,£152.03 EA,£152.00
STRNPHW+,Newel post - Hardwood - Fluted,£179.17 EA,£179.10
STRNPHWT,Newel post - Hardwood - Turned,£123.90 EA,£123.90
STRNPHWT+,Newel post - Hardwood - Turned w/detail,£132.77 EA,£132.70
STRNPSW,Newel post - Softwood - Plain,£110.70 EA,£110.70
STRNPSW+,Newel post - Softwood - Fluted,£116.82 EA,£116.80
STRNPSWT,Newel post - Softwood - Turned,£109.73 EA,£109.70
STRNPSWT+,Newel post - Softwood - Turned w/detail,£115.71 EA,£115.70
STRRISHW,Riser - Hardwood (Oak),£25.28 EA,£25.28
STRRISSW,Riser - Softwood,£13.70 EA,£13.70
STRSPHW,Spindle - Hardwood - Plain,£17.02 EA,£17.02
STRSPHW+,Spindle - Hardwood - Fluted,£19.25 EA,£19.25
STRSPHWT,Spindle - Hardwood - Turned,£17.45 EA,£17.45
STRSPHWT+,Spindle - Hardwood - Turned w/detail,£35.52 EA,£35.52
STRSPM,Spindle - Metal - Plain,£13.52 EA,£13.52
STRSPM+,Spindle - Metal - W/wood,£14.78 EA,£14.78
STRSPSW,Spindle - Softwood - Plain,£14.07 EA,£14.07
STRSPSW+,Spindle - Softwood - Fluted,£15.38 EA,£15.38
STRSPSWT,Spindle - Softwood - Turned,£14.41 EA,£14.41
STRSPSWT+,Spindle - Softwood - Turned w/detail,£28.38 EA,£28.38
STRSTEPHW,Entry step - Hardwood - Single,£196.68 EA,£196.60
STRSTEPHW+,Entry step - Hardwood - Double,£290.68 EA,£290.60
STRSTEPSW,Entry step - Softwood - Single,£169.28 EA,£169.20
STRSTEPSW+,Entry step - Softwood - Double,£227.48 EA,£227.40
STRSTRHW,Cut or closed string - Hardwood,£130.42 LM,£130.40
STRSTRSW,Cut or closed string - Softwood,£93.51 LM,£93.51
STRTRHW,Tread - Hardwood (Oak),£35.87 EA,£35.87
STRTRSW,Tread - Softwood,£15.69 EA,£15.69
,X) TIL TILE ,,
TILAV,Ceramic wall tile,£85.71 M2,£85.71
TILAV-,Ceramic wall tile - Standard grade,£79.27 M2,£79.27
TILAV+,Ceramic wall tile - High grade,£94.07 M2,£94.07
TILAV++,Ceramic wall tile - Premium grade,£106.72 M2,£106.70
TILBCEM12,12mm Cement board,£32.50 M2,£32.50
TILBCEM6,6mm Cement board,£32.49 M2,£32.49
TILFSTRIP,Add-on for tile feature strip,£46.82 LM,£46.82
TILFSTRIP+,Add-on for tile feature strip - High grade,£50.04 LM,£50.04
TILGROUT,Grout or re-grout ceramic wall tiles < 200mm²,£43.57 M2,£43.57
TILGROUT+,Grout or re-grout ceramic wall tiles > 200mm²,£33.46 M2,£33.46
TILLAB,Ceramic Tiler - Per hour,£34.50 HR,£34.50
TILLABL,Ceramic Tiler - General Labourer - Per hour,£23.57 HR,£23.57
TILMN,Ceramic tile - Minimum trade rate,£103.60 EA,£103.60
TILMOSIAC,Add-on labour for mosiac tile installation,£10.82 M2,£10.82
TILPC,PC sum - Wall tile,£0.00 EA,£0.00
TILSIL4,Window sill - Tile,£23.19 LM,£23.19
TILSK,Ceramic tile skirting,£28.95 LM,£28.95
TILSK-,Ceramic tile skirting - Standard grade,£24.59 LM,£24.59
TILSK+,Ceramic tile skirting - High grade,£38.58 LM,£38.58
TILSK++,Ceramic tile skirting - Premium grade,£45.83 LM,£45.83
TILSWRCT,Tile concrete shower threshold - Per LM,£177.44 LM,£177.40
TILSWRTT,Tile timber shower threshold - Per LM,£186.76 LM,£186.70
TILTB04,Tile backer board - 4mm,£47.70 M2,£47.70
TILTB06,Tile backer board - 6mm,£50.16 M2,£50.16
TILTB10,Tile backer board - 10mm,£51.50 M2,£51.50
TILTB12,Tile backer board - 12.5mm,£52.34 M2,£52.34
TILTB20,Tile backer board - 20mm,£56.50 M2,£56.50
TILTB30,Tile backer board - 30mm,£61.28 M2,£61.28
TILTB40,Tile backer board - 40mm,£64.21 M2,£64.21
TILTB50,Tile backer board - 50mm,£68.93 M2,£68.93
,X)  WDA WINDOWS - ALUMINIUM,,
WDA1P1O,Aluminium window - 1 pane - 1 ope - 1.01 to 1.75m²,£482.26 EA,£482.20
WDA1P1O<,Aluminium window - 1 pane - 1 ope - Up to 1m²,£394.47 EA,£394.40
WDA1P1O>,Aluminium window - 1 pane - 1 ope - 1.76 to 2.5m²,£561.89 EA,£561.80
WDA1P1O>>,Aluminium window - 1 pane - 1 ope - 2.51 to 3.5m²,£632.34 EA,£632.30
WDA2P2O,Aluminium window - 2 panes - Up to 2 opes - 1.01 to 1.75m²,£678.40 EA,£678.40
WDA2P2O<,Aluminium window - 2 panes - Up to 2 opes - Up to 1m²,£571.59 EA,£571.50
WDA2P2O>,Aluminium window - 2 panes - Up to 2 opes - 1.76 to 2.5m²,£792.71 EA,£792.70
WDA2P2O>>,Aluminium window - 2 panes - Up to 2 opes - 2.51 to 3.5m²,£937.76 EA,£937.70
WDA3P3O,Aluminium window - 3 panes - Up to 3 opes - 1.01 to 1.75m²,£734.55 EA,£734.50
WDA3P3O<,Aluminium window - 3 panes - Up to 3 opes - Up to 1m²,£640.20 EA,£640.20
WDA3P3O>,Aluminium window - 3 panes - Up to 3 opes - 1.76 to 2.5m²,£856.12 EA,£856.10
WDA3P3O>>,Aluminium window - 3 panes - Up to 3 opes - 2.51 to 3.5m²,£988.76 EA,£988.70
WDALAB,Aluminium window - Installer - Per hour,£36.09 HR,£36.09
WDALABL,Aluminium window - General labourer - Per hour,£23.57 HR,£23.57
WDAMN,Aluminium window works - Minimum trade rate,£108.38 EA,£108.30
WDAPC,PC sum - Aluminium windows,£0.00 EA,£0.00
WDARF,Aluminium window - Remove & refit - 1.01 to 1.75m²,£91.46 EA,£91.46
WDARF<,Aluminium window - Remove & refit - Up to 1m²,£73.32 EA,£73.32
WDARF>,Aluminium window - Remove & refit - 1.76 to 2.5m²,£111.37 EA,£111.30
WDARF>>,Aluminium window - Remove & refit - 2.51 to 3.5m²,£122.55 EA,£122.50
,X)  WDP WINDOWS - PVCu,,
WDP1P1O,PVCu window - 1 pane - 1 ope - 1.01 to 1.75m²,£241.59 EA,£241.50
WDP1P1O<,PVCu window - 1 pane - 1 ope - Up to 1m²,£196.14 EA,£196.10
WDP1P1O>,PVCu window - 1 pane - 1 ope - 1.76 to 2.5m²,£341.53 EA,£341.50
WDP1P1O>>,PVCu window - 1 pane - 1 ope - 2.51 to 3.5m²,£390.36 EA,£390.30
WDP2P2O,PVCu window - 2 panes - Up to 2 opes - 1.01 to 1.75m²,£278.67 EA,£278.60
WDP2P2O<,PVCu window - 2 panes - Up to 2 opes - Up to 1m²,£218.52 EA,£218.50
WDP2P2O>,PVCu window - 2 panes - Up to 2 opes - 1.76 to 2.5m²,£331.88 EA,£331.80
WDP2P2O>>,PVCu window - 2 panes - Up to 2 opes - 2.51 to 3.5m²,£405.68 EA,£405.60
WDP3P3O,PVCu window - 3 panes - Up to 3 opes - 1.01 to 1.75m²,£307.76 EA,£307.70
WDP3P3O<,PVCu window - 3 panes - Up to 3 opes - Up to 1m²,£249.06 EA,£249.00
WDP3P3O>,PVCu window - 3 panes - Up to 3 opes - 1.76 to 2.5m²,£364.09 EA,£364.00
WDP3P3O>>,PVCu window - 3 panes - Up to 3 opes - 2.51 to 3.5m²,£432.51 EA,£432.50
WDPAPVCCF,Add-on - Colour frames - PVCu window,£51.06 EA,£51.06
WDPASHVB,Add-on - Vertical/horizontal bar - PVCu sash/sash effect,£32.42 EA,£32.42
WDPASHWC,Add-on - PVC sash window - Colour,£68.87 M2,£68.87
WDPATRICKV,Add-on - Trickle vents,£11.78 EA,£11.78
WDPLAB,PVCu window - Installer - Per hour,£36.09 HR,£36.09
WDPLABL,PVCu window - General labourer - Per hour,£23.57 HR,£23.57
WDPMN,PVCu window works - Minimum trade rate,£108.38 EA,£108.30
WDPPC,PC sum - PVCu windows,£0.00 EA,£0.00
WDPRF,PVCu window - Remove & refit - 1.01 to 1.75m²,£91.46 EA,£91.46
WDPRF<,PVCu window - Remove & refit - Up to 1m²,£73.32 EA,£73.32
WDPRF>,PVCu window - Remove & refit - 1.76 to 2.5m²,£111.37 EA,£111.30
WDPRF>>,PVCu window - Remove & refit - 2.51 to 3.5m²,£122.55 EA,£122.50
WDPSASH,Sash window - PVCu - Vertical bar effect - 1.51 to 2m²,£526.77 EA,£526.70
WDPSASH<,Sash window - PVCu - Vertical bar effect - .76 to 1.5m²,£480.46 EA,£480.40
WDPSASH<<,Sash window - PVCu - Vertical bar effect - Up to .75m²,£390.01 EA,£390.00
WDPSASH>,Sash window - PVCu - Vertical bar effect - 2.01 to 2.5m²,£584.98 EA,£584.90
WDPSASH>>,Sash window - PVCu - Vertical bar effect - 2.51 to 3m²,£623.17 EA,£623.10
WDPSILL,Add-on - PVCu sill up to 200mm,£26.94 LM,£26.94
WDPSILL>,Add-on - PVCu sill up to 400mm,£33.59 LM,£33.59
WDPTRIM,Add-on - PVCu frame extension trim - Up to 25mm,£17.95 LM,£17.95
WDPTRIM>,Add-on - PVCu frame extension trim - Up to 50mm,£26.43 LM,£26.43
WDPTT1O,PVCu window - Tilt/turn - 1 ope - 1.01 to 1.75m²,£277.35 EA,£277.30
WDPTT1O<,PVCu window - Tilt/turn - 1 ope - Up to 1m²,£234.33 EA,£234.30
WDPTT1O>,PVCu window - Tilt/turn - 1 ope - 1.76 to 2.5m²,£339.37 EA,£339.30
WDPTT1O>>,PVCu window - Tilt/turn - 1 ope - 2.51 to 3.5m²,£418.76 EA,£418.70
WDPTT2O,PVCu window - Tilt/turn - Up to 2 opes - 1.01 to 1.75m²,£365.02 EA,£365.00
WDPTT2O<,PVCu window - Tilt/turn - Up to 2 opes - Up to 1m²,£302.86 EA,£302.80
WDPTT2O>,PVCu window - Tilt/turn - Up to 2 opes - 1.76 to 2.5m²,£443.68 EA,£443.60
WDPTT2O>>,PVCu window - Tilt/turn - Up to 2 opes - 2.51 to 3.5m²,£485.41 EA,£485.40
WDPTT3O,PVCu window - Tilt/turn - Up to 3 opes - 1.01 to 1.75m²,£435.44 EA,£435.40
WDPTT3O<,PVCu window - Tilt/turn - Up to 3 opes - Up to 1m²,£366.29 EA,£366.20
WDPTT3O>,PVCu window - Tilt/turn - Up to 3 opes - 1.76 to 2.5m²,£487.65 EA,£487.60
WDPTT3O>>,PVCu window - Tilt/turn - Up to 3 opes - 2.51 to 3.5m²,£566.05 EA,£566.00
,X)  WDR WINDOW REGLAZING & REPAIR ,,
WDRAGRID,Add-on - Grid pattern - Triple or double glazed,£45.47 M2,£45.47
WDRALEADP,Add-on - Leaded window pattern,£36.96 M2,£36.96
WDRASGO,Add-on - Obscure/patterned glass - Single glaze,£12.50 M2,£12.50
WDRDG24D,Glazing - Up to 24mm depth - Double glazing,£118.33 M2,£118.30
WDRDG24OD,Glazing - Up to 24mm depth - Dbl/glazing obscure,£124.45 M2,£124.40
WDRDG28D,Glazing - 25 to 28mm depth - Double glazing,£141.51 M2,£141.50
WDRDG28OD,Glazing - 25 to 28mm depth - Dbl/glazing obscure,£150.31 M2,£150.30
WDRDHRC,Add-on - Drilled hole/radius corner - Up to 10mm,£13.60 EA,£13.60
WDREA,Window - Ease and adjustment - Per opening,£5.42 EA,£5.42
WDRFGS4,Glazing - Float glass 4mm - Single pane - Over 1m²,£60.21 M2,£60.21
WDRFGS4<,Glazing - Float glass 4mm - Single pane - Up to .99m²,£48.94 M2,£48.94
WDRFGS6,Glazing - Float glass 6mm - Single pane - Over 1m²,£94.69 M2,£94.69
WDRFGS6<,Glazing - Glass 6mm - Single pane - Up to 0 .99m²,£83.34 M2,£83.34
WDRGS6,Glazing - Glass 6mm Georgian wire - Single pane - Over 1m²,£100.54 M2,£100.50
WDRGS6<,Glazing - Glass 6mm - Georgn wire - Sgl pane - Up to .99m²,£89.19 M2,£89.19
WDRHDLER,Window handle - Per handle,£7.78 EA,£7.78
WDRHDLER+,Window handle - Per handle - High grade,£16.58 EA,£16.58
WDRHINGER,Window - Hinge,£21.26 EA,£21.26
WDRLAB,Window glazing/repair - Per hour,£36.09 HR,£36.09
WDRLABAH,Window glazing/repair - Per hour - After business hours,£54.20 HR,£54.20
WDRLABL,Window glazing - General labourer - Per hour,£23.57 HR,£23.57
WDRLAM10.8,Glazing - Laminated glass - 10.8mm (material only),£98.23 M2,£98.23
WDRLAM6.4,Glazing - Laminated glass - 6.4mm (material only),£56.48 M2,£56.48
